Symbol,Name,Market Cap,P/E,EPS,Net Income,Beta,Dividend,Div Yield,Extended Hr Last Price,Extended Hr Change ,%Chg (Ext),Time,Last Price,Change,%Chg,Opinion,20D Rel Str,20D His Vol,20D Avg Vol,52W Low,52W High,Wtd Alpha,YTD %Chg,1M %Chg,3M %Chg,52W %Chg,Sector,ISIN,Volume
KR,Kroger Company,41359940000,12.07,4.76,2164000000,0.48,1.13,1.97%,57.31,0,0.00%,4/5/2024,57.31,-0.13,-0.23%,100% Buy,70.56%,13.40%,5115210,42.1,58.34,31.47,25.38%,15.82%,24.45%,19.25%,Consumer Non-Durables,US1912161007,10.158?M
KVUE,Kenvue Inc,38770284000,0,0.94,1664000000,N/A,0.6,2.96%,20.25,0,0.00%,4/5/2024,20.25,0.08,0.40%,40% Sell,49.47%,19.72%,17230814,17.82,27.8,-21.19,-5.95%,6.52%,-5.15%,N/A,Retail Trade,US5010441013,3.621?M
L,Loews Corp,17033930000,12.12,6.3,1434000000,0.83,0.25,0.33%,76.66,0,0.00%,4/5/2024,76.66,0.3,0.39%,80% Buy,55.63%,12.31%,721990,55.31,78.55,36.94,10.16%,2.79%,7.68%,36.36%,Consumer Non-Durables,US49177J1025,11.313?M
LDOS,Leidos Holdings Inc,17386342000,17.66,7.29,199000000,0.7,1.48,1.15%,129,0.34,0.26%,4/5/2024,128.66,-0.05,-0.04%,100% Buy,61.33%,11.40%,744475,76.58,131.5,48.2,18.87%,-0.49%,18.32%,40.60%,Finance,US5404241086,493.832?K
LEN,Lennar Corp,46678072000,11.22,14.59,3938510000,1.53,1.625,0.98%,166.22,0,0.00%,4/5/2024,166.22,2.58,1.58%,100% Buy,56.11%,38.07%,2351435,100.95,172.59,61.58,11.53%,4.17%,13.64%,59.78%,Electronic Technology,US5253271028,688.348?K
LH,Laboratory Corp of America Holdings,17766964000,15.17,13.92,418000000,1.01,2.88,1.36%,211.26,0,0.00%,4/5/2024,211.26,0.05,0.02%,40% Sell,43.46%,16.55%,723955,174.2,234.09,7.83,-7.05%,-2.26%,-6.28%,8.33%,Consumer Durables,US5260571048,2.253?M
LHX,L3Harris Technologies Inc,39724968000,16.94,12.37,1227000000,0.65,4.58,2.19%,208.96,0,0.00%,4/5/2024,208.96,-0.63,-0.30%,56% Buy,47.76%,15.52%,1224015,160.25,218.34,8.24,-0.79%,-2.28%,1.83%,5.86%,Health Services,US50540R4092,612.676?K
LIN,Linde Plc,2.24E+11,32.18,14.21,6199000000,0.93,5.215,1.12%,464.7,0,0.00%,4/5/2024,464.7,7.44,1.63%,88% Buy,60.84%,11.06%,3768980,350.6,477.71,32.69,13.15%,0.81%,13.59%,30.68%,Electronic Technology,US5024311095,1.168?M
LKQ,LKQ Corp,13730961000,13.35,3.83,936000000,1.28,1.15,2.23%,51.75,0.28,0.54%,4/5/2024,51.47,0.35,0.68%,64% Buy,51.14%,14.77%,1185295,41.49,59.38,-4.97,7.70%,-0.68%,9.23%,-5.16%,Process Industries,IE000S9YS762,1.576?M
LLY,Eli Lilly and Company,7.45E+11,121.53,6.32,5240400000,0.34,4.69,0.60%,784.22,0.01,0.00%,4/5/2024,784.21,16.13,2.10%,100% Buy,60.60%,23.67%,2700675,363.04,800.78,106.75,34.53%,0.85%,26.78%,116.49%,Consumer Durables,US5018892084,1.105?M
LMT,Lockheed Martin Corp,1.10E+11,16.31,27.83,6920000000,0.48,12.3,2.70%,456.08,0.7,0.15%,4/5/2024,455.38,1.34,0.30%,40% Buy,63.20%,11.70%,1150175,393.77,508.1,-3.11,0.47%,5.42%,-0.25%,-7.06%,Health Technology,US5324571083,2.113?M
LNT,Alliant Energy Corp,12510485000,17.42,2.82,703000000,0.55,1.837,3.76%,48.85,0,0.00%,4/5/2024,48.85,-0.28,-0.57%,56% Sell,49.15%,17.39%,1838060,45.15,56.26,-9.5,-4.78%,0.70%,-6.11%,-10.89%,Electronic Technology,US5398301094,892.12?K
LOW,Lowe's Companies,1.37E+11,18.22,13.06,7726000000,1.13,4.35,1.82%,239.32,0,0.00%,4/5/2024,239.32,1.31,0.55%,80% Buy,49.01%,23.04%,2558605,181.85,262.49,19.54,7.54%,-0.62%,12.62%,20.00%,Utilities,US0188021085,1.821?M
LRCX,Lam Research Corp,1.27E+11,34.81,27.34,4510930000,1.51,7.725,0.80%,968.58,0,0.00%,4/5/2024,968.58,16.95,1.78%,100% Buy,56.50%,29.97%,966380,480.45,1007.39,94.39,23.66%,0.57%,32.25%,96.28%,Retail Trade,US5486611073,1.681?M
LULU,Lululemon Athletica,44968476000,27.98,12.78,1550190000,1.3,N/A,0.00%,357.075,0.205,0.06%,4/5/2024,356.87,-0.69,-0.19%,40% Sell,25.34%,63.20%,2911395,326.93,516.39,-12.79,-30.20%,-20.00%,-27.33%,-2.18%,Producer Manufacturing,US5128071082,804.776?K
LUV,Southwest Airlines Company,16909458000,17.82,1.57,465000000,1.15,0.72,2.54%,28.23,-0.11,-0.39%,4/5/2024,28.34,0.37,1.32%,56% Sell,39.60%,58.65%,10055735,21.91,39.53,-11.3,-1.87%,-17.64%,-2.78%,-10.26%,Retail Trade,US5500211090,1.81?M
LVS,Las Vegas Sands,39952324000,28.27,1.86,1221000000,1.16,0.6,1.13%,53.18,0,0.00%,4/5/2024,53.18,0.59,1.12%,72% Buy,55.08%,22.26%,3406635,43.77,65.58,-4.55,8.07%,4.46%,4.66%,-5.96%,Transportation,US8447411088,6.639?M
LW,Lamb Weston Holdings Inc,11517998000,14.82,5.73,1008900000,0.72,1.2,1.50%,79.68,-0.1,-0.13%,4/5/2024,79.78,-1.75,-2.15%,40% Sell,22.08%,76.86%,3185050,78.76,117.38,-26.81,-26.19%,-22.66%,-24.75%,-23.41%,Consumer Services,US5178341070,2.164?M
LYB,Lyondellbasell Industries NV,34003520000,12.06,8.66,2121000000,1.19,5,4.77%,104.78,0,0.00%,4/5/2024,104.78,0.38,0.36%,100% Buy,62.46%,17.96%,2306290,84.8,106.69,13.03,10.20%,3.25%,8.17%,11.15%,Consumer Non-Durables,US5132721045,9.8?M
LYV,Live Nation Entertainment,23892416000,77,1.33,315840000,1.3,N/A,0.00%,103.52,0,0.00%,4/5/2024,103.52,1.11,1.08%,88% Buy,57.65%,19.86%,1908740,64.96,107.24,48.39,10.60%,5.42%,16.04%,50.47%,Process Industries,NL0009434992,1.082?M
MA,Mastercard Inc,4.45E+11,38.32,12.26,11195000000,1.08,1.8,0.38%,476.96,-0.19,-0.04%,4/5/2024,477.15,7.38,1.57%,80% Buy,54.92%,13.35%,2338525,355.97,490,30.64,11.87%,2.06%,13.76%,31.16%,Consumer Services,US5380341090,1.093?M
MAA,Mid-America Apartment Communities,14834604000,13.83,4.71,552810000,0.8,5.67,4.46%,127.1,0,0.00%,4/5/2024,127.1,0.27,0.21%,64% Sell,45.34%,17.47%,653335,115.56,158.46,-13.74,-5.47%,-1.40%,-3.55%,-14.81%,Commercial Services,US57636Q1040,2.463?M
MAR,Marriot Int Cl A,73378408000,24.81,10.03,3083000000,1.62,1.56,0.61%,253.79,-0.14,-0.06%,4/5/2024,253.93,5.04,2.02%,100% Buy,57.82%,17.32%,1469250,161.01,256.53,52.18,12.60%,2.44%,14.17%,56.21%,Finance,US59522J1034,668.587?K
MAS,Masco Corp,16962142000,19.69,3.89,908000000,1.25,1.145,1.49%,76.73,-0.17,-0.22%,4/5/2024,76.9,0.32,0.42%,100% Buy,55.84%,21.26%,2324955,46.69,78.94,60.51,14.81%,0.39%,18.25%,62.30%,Consumer Services,US5719032022,1.293?M
MCD,McDonald's Corp,1.93E+11,22.62,11.94,8468800000,0.71,6.38,2.39%,266.75,0.06,0.02%,4/5/2024,266.69,-3.4,-1.26%,48% Sell,30.15%,18.51%,3491205,245.73,302.39,-9.7,-10.06%,-8.84%,-7.72%,-5.44%,Producer Manufacturing,US5745991068,1.396?M
MCHP,Microchip Technology,47322832000,15.21,5.67,2237700000,1.65,1.682,1.92%,87.79,0.22,0.25%,4/5/2024,87.57,1.31,1.52%,88% Buy,50.59%,28.21%,5186265,68.75,94.3,10.97,-2.89%,2.25%,4.26%,10.12%,Consumer Services,US5801351017,6.816?M
MCK,Mckesson Corp,70796064000,18.81,28.43,3560000000,0.45,2.4,0.45%,538.75,0,0.00%,4/5/2024,538.75,3.96,0.74%,100% Buy,59.89%,13.95%,572985,352.34,543,48.95,16.37%,1.88%,12.66%,44.37%,Electronic Technology,US5950171042,3.585?M
MCO,Moody's Corp,71625776000,39.51,9.91,1607000000,1.27,3.16,0.81%,392.47,0,0.00%,4/5/2024,392.47,0.9,0.23%,100% Buy,54.46%,13.67%,649545,290.98,407.62,28.68,0.49%,2.61%,5.59%,29.59%,Distribution Services,US58155Q1031,312.193?K
MDLZ,Mondelez Intl Inc,92527320000,20.61,3.31,4959000000,0.56,1.66,2.44%,67.99,0,0.00%,4/5/2024,67.99,-0.22,-0.32%,40% Sell,34.10%,14.15%,8489415,60.75,78.59,-5.4,-6.13%,-4.02%,-6.98%,-4.78%,Commercial Services,US6153691059,619.747?K
MDT,Medtronic Inc,1.12E+11,15.77,5.32,3758000000,0.76,2.76,3.26%,84.56,0,0.00%,4/5/2024,84.56,0.64,0.76%,56% Buy,49.33%,17.71%,6361255,68.84,92.02,5.05,2.65%,-0.05%,-0.01%,5.34%,Consumer Non-Durables,US6092071058,10.258?M
MET,Metlife Inc,53214272000,9.94,7.36,1578000000,1.04,2.08,2.83%,73.6,0,0.00%,4/5/2024,73.6,0.47,0.64%,100% Buy,61.74%,11.62%,2890285,48.95,74.68,26.92,11.30%,4.44%,6.79%,25.47%,Health Technology,IE00BTN1Y115,4.936?M
META,Meta Platforms Inc,1.34E+12,32.77,15.59,39098000000,1.2,0.5,0.09%,528,0.66,0.13%,4/5/2024,527.34,16.42,3.21%,100% Buy,65.65%,29.81%,14174725,207.13,530.7,144.56,48.98%,7.57%,49.83%,149.36%,Finance,US59156R1086,1.831?M
MGM,MGM Resorts International,14750754000,16.8,2.73,1142180000,2.19,N/A,0.00%,46.53,0,0.00%,4/5/2024,46.53,0.67,1.46%,100% Buy,59.79%,23.20%,2966585,34.12,51.35,11.77,4.14%,10.81%,3.79%,7.76%,Technology Services,US30303M1027,19.263?M
MHK,Mohawk Industries,7794332000,13.29,9.19,-439520000,1.34,N/A,0.00%,122.36,0,0.00%,4/5/2024,122.36,0.25,0.20%,80% Buy,54.22%,29.27%,557050,76.02,131.19,33.62,18.22%,2.90%,17.79%,30.71%,Consumer Services,US5529531015,1.923?M
MKC,Mccormick & Company,20243846000,27.99,2.73,680600000,0.74,2.01,2.66%,75.47,0,0.00%,4/5/2024,75.47,-0.52,-0.68%,56% Buy,62.02%,39.61%,2552390,59.13,94.39,-6.67,10.30%,9.54%,12.24%,-11.53%,Non-Energy Minerals,US6081901042,567.15?K
MKTX,Marketaxess Holdings,8535069000,32.63,6.89,258060000,0.98,2.9,1.29%,225.39,0,0.00%,4/5/2024,225.39,0.6,0.27%,48% Sell,51.81%,31.50%,399070,200.01,345.09,-29.25,-23.04%,6.67%,-18.39%,-33.27%,Consumer Non-Durables,US5797802064,1.617?M
MLM,Martin Marietta Materials,38293156000,31.25,19.33,1168900000,0.96,2.88,0.46%,619.41,0,0.00%,4/5/2024,619.41,15.32,2.54%,100% Buy,66.09%,18.73%,406950,332.13,622.28,80.21,24.15%,2.74%,27.24%,83.77%,Finance,US57060D1081,427.776?K
MMC,Marsh & Mclennan Companies,1.01E+11,25.16,7.98,3756000000,0.9,2.84,1.38%,205.58,0,0.00%,4/5/2024,205.58,4.83,2.41%,96% Buy,55.53%,12.45%,1607745,166.99,209.2,17.9,8.50%,1.82%,7.72%,22.22%,Non-Energy Minerals,US5732841060,397.297?K
MMM,3M Company,50372456000,9.8,9.24,-6995000000,1.02,6.01,6.60%,91.03,0,0.00%,4/5/2024,91.03,0.49,0.54%,56% Buy,61.67%,37.63%,8802964,71.12,95.67,8.63,-0.08%,17.85%,0.59%,6.79%,Finance,US5717481023,2.228?M
MNST,Monster Beverage Cp,58171556000,35.74,1.56,1630990000,0.72,N/A,0.00%,55.9,0,0.00%,4/5/2024,55.9,0.15,0.27%,24% Buy,39.42%,14.82%,4374500,47.13,61.22,3.93,-2.97%,-3.44%,-2.85%,5.87%,Producer Manufacturing,US88579Y1010,3.514?M
MO,Altria Group,73448192000,8.39,4.95,8130000000,0.65,3.88,9.32%,41.6712,0.0212,0.05%,4/5/2024,41.65,0.12,0.29%,16% Sell,45.92%,23.13%,16941324,39.06,48.04,-6.92,3.25%,4.28%,0.39%,-6.26%,Consumer Non-Durables,US61174X1090,4.848?M
MOH,Molina Healthcare Inc,22072688000,17.97,20.89,1091000000,0.47,N/A,0.00%,376.77,0,0.00%,4/5/2024,376.77,1.47,0.39%,40% Buy,39.59%,27.31%,372870,266.35,423.92,26.69,4.28%,-2.28%,-0.48%,32.71%,Consumer Non-Durables,US02209S1033,8.516?M
MOS,Mosaic Company,10599652000,9.18,3.57,1164900000,1.5,0.81,2.46%,32.95,0,0.00%,4/5/2024,32.95,0.17,0.52%,40% Sell,56.60%,25.58%,4484280,29.25,48.92,-25.03,-7.78%,5.47%,-7.24%,-28.82%,Health Services,US60855R1005,313.659?K
MPC,Marathon Petroleum Corp,78960432000,9.19,23.53,9681000000,1.52,3.15,1.44%,219.4,0.27,0.12%,4/5/2024,219.13,2.88,1.33%,100% Buy,83.42%,19.70%,3037125,104.32,221.11,88.3,47.70%,25.10%,43.69%,65.12%,Process Industries,US61945C1036,4.267?M
MPWR,Monolithic Power Sys,31839372000,72.67,8.85,427370000,1.24,4.25,0.65%,654.31,0,0.00%,4/5/2024,654.31,11.17,1.74%,40% Buy,45.32%,31.57%,539525,383.19,778.15,37.18,3.73%,-8.82%,13.99%,38.24%,Energy Minerals,US56585A1025,2.69?M
MRK,Merck & Company,3.24E+11,85.11,1.5,365000000,0.38,3,2.34%,127.5,-0.49,-0.38%,4/5/2024,127.99,0.33,0.26%,88% Buy,57.50%,20.64%,10743025,99.14,133.1,17.11,17.40%,4.20%,9.19%,14.37%,Electronic Technology,US6098391054,406.77?K
MRNA,Moderna Inc,39390696000,0,-4.27,-4714000000,1.62,N/A,0.00%,102.5,-0.38,-0.37%,4/5/2024,102.88,0.61,0.60%,56% Buy,51.29%,46.82%,4028360,62.55,163.24,-25.32,3.45%,7.66%,-7.42%,-33.46%,Health Technology,US58933Y1055,5.693?M
MRO,Marathon Oil Corp,16967152000,11.3,2.61,1554000000,2.22,0.42,1.41%,29.69,0,0.00%,4/5/2024,29.69,0.21,0.71%,56% Buy,82.97%,13.27%,10505815,21.63,29.77,24.52,22.89%,22.48%,21.73%,15.53%,Health Technology,US60770K1079,2.132?M
MS,Morgan Stanley,1.51E+11,16.93,5.45,9087000000,1.43,3.325,3.60%,92.47,0,0.00%,4/5/2024,92.47,0.19,0.21%,100% Buy,58.24%,20.52%,7447835,69.42,95.57,10.49,-0.84%,3.75%,-0.83%,10.32%,Energy Minerals,US5658491064,11.047?M
MSCI,MSCI Inc,42970300000,39.44,13.53,1148590000,1.06,5.74,1.06%,542.39,0,0.00%,4/5/2024,542.39,8.81,1.65%,24% Buy,44.61%,20.95%,373405,451.55,617.39,2.4,-4.11%,-1.45%,0.81%,0.75%,Finance,US6174464486,4.655?M
MSFT,Microsoft Corp,3.16E+12,37.78,11.06,72361000000,0.89,2.86,0.67%,425.48,-0.04,-0.01%,4/5/2024,425.52,7.64,1.83%,100% Buy,58.27%,18.37%,20484939,275.37,430.82,48.09,13.16%,5.68%,15.71%,49.65%,Technology Services,US55354G1004,421.813?K
MSI,Motorola Solutions,58525128000,31.66,10.99,1709000000,0.9,3.72,1.06%,352.3,0,0.00%,4/5/2024,352.3,4.37,1.26%,100% Buy,63.10%,12.10%,633255,269.64,355.39,26.09,12.52%,6.18%,13.95%,23.12%,Technology Services,US5949181045,16.555?M
MTB,M&T Bank Corp,23112000000,8.59,16.07,2741000000,0.8,5.2,3.75%,138.71,0,0.00%,4/5/2024,138.71,0.6,0.43%,64% Buy,47.80%,21.21%,1118445,108.53,148.23,17.88,1.19%,-3.58%,0.38%,18.14%,Electronic Technology,US6200763075,421.962?K
MTCH,Match Group Inc,9034684000,14.79,2.28,651540000,1.41,N/A,0.00%,33.81,0.1,0.30%,4/5/2024,33.71,-0.01,-0.03%,88% Sell,42.22%,30.87%,6341995,27.85,49.24,-9.49,-7.64%,-2.52%,-8.10%,-6.39%,Finance,US55261F1049,786.426?K
MTD,Mettler-Toledo International,27822364000,33.73,38.08,788780000,1.15,N/A,0.00%,1300.84,0,0.00%,4/5/2024,1300.84,16.29,1.27%,88% Buy,53.20%,23.94%,129650,928.49,1615.97,-8.26,7.25%,1.08%,14.89%,-14.97%,Technology Services,US57667L1070,4.448?M
MU,Micron Technology,1.37E+11,0,-3.63,-5833000000,1.27,0.575,0.47%,123,-0.58,-0.47%,4/5/2024,123.58,-0.51,-0.41%,100% Buy,71.15%,61.15%,32307320,56.8,130.54,121.99,44.81%,30.81%,48.09%,116.73%,Health Technology,US5926881054,90.855?K
NCLH,Norwegian Cruise Ord,8040661000,60.74,0.31,166180000,2.6,N/A,0.00%,18.82,-0.07,-0.37%,4/5/2024,18.89,0.06,0.32%,80% Buy,48.16%,43.68%,10228565,12.41,22.75,40.53,-5.74%,-3.92%,6.12%,46.21%,Electronic Technology,US5951121038,23.326?M
NDAQ,Nasdaq Inc,35685840000,21.58,2.83,1059000000,0.93,0.88,1.42%,62.04,0,0.00%,4/5/2024,62.04,0.98,1.60%,100% Buy,59.84%,23.08%,4480535,46.88,63.52,19.03,6.71%,8.98%,11.44%,13.71%,Consumer Services,BMG667211046,8.463?M
NDSN,Nordson Corp,15506468000,29.18,9.28,487490000,1,2.69,0.99%,271.13,0,0.00%,4/5/2024,271.13,0.33,0.12%,100% Buy,56.76%,13.39%,221995,208.77,278,25.75,2.64%,3.57%,8.57%,28.07%,Finance,US6311031081,1.93?M
NEE,Nextera Energy,1.32E+11,20.04,3.18,7310000000,0.51,1.918,2.99%,64.16,-0.02,-0.03%,4/5/2024,64.18,0.45,0.71%,24% Buy,64.64%,25.14%,13813405,47.15,79.78,-11.79,5.66%,15.85%,3.38%,-18.06%,Producer Manufacturing,US6556631025,171.653?K
NEM,Newmont Mining Corp,45708004000,23.72,1.59,-2494000000,0.5,1.45,3.66%,39.8,0.15,0.38%,4/5/2024,39.65,1.93,5.12%,8% Buy,69.18%,33.04%,16194260,29.42,52.16,-13.1,-4.20%,18.93%,-1.71%,-23.85%,Utilities,US65339F1012,10.278?M
NFLX,Netflix Inc,2.75E+11,51.39,12.01,5407990000,1.22,N/A,0.00%,637.02,0.84,0.13%,4/5/2024,636.18,19.04,3.09%,100% Buy,62.37%,22.46%,2865860,315.62,638,93.25,30.66%,6.30%,34.20%,85.83%,Non-Energy Minerals,US6516391066,21.094?M
NI,NiSource Inc,12186231000,16.98,1.6,714300000,0.49,1.015,3.73%,27.19,0,0.00%,4/5/2024,27.19,0.02,0.07%,72% Buy,56.62%,11.17%,4038515,22.86,28.95,-0.03,2.41%,2.26%,0.55%,-5.23%,Technology Services,US64110L1061,3.379?M
NKE,Nike Inc,1.35E+11,24.67,3.61,5070000000,1.08,1.42,1.60%,88.89,0.05,0.06%,4/5/2024,88.84,-0.23,-0.26%,88% Sell,30.10%,29.49%,11781570,88.66,128.68,-30.38,-18.17%,-9.63%,-12.97%,-26.52%,Utilities,US65473P1057,2.747?M
NOC,Northrop Grumman Corp,67356896000,19.73,23.29,2056000000,0.35,7.48,1.65%,454.5,0,0.00%,4/5/2024,454.5,-4.98,-1.08%,24% Sell,43.98%,13.64%,846770,414.56,496.89,-3.04,-2.91%,-0.82%,-3.28%,-3.48%,Consumer Non-Durables,US6541061031,9.717?M
NOW,Servicenow Inc,1.61E+11,192.27,3.94,1731000000,0.97,N/A,0.00%,783.55,0.05,0.01%,4/5/2024,783.5,25.95,3.43%,72% Buy,55.45%,29.81%,1080715,427.68,815.32,67.41,10.90%,5.86%,15.87%,67.65%,Electronic Technology,US6668071029,1.534?M
NRG,NRG Energy,15626192000,14.98,4.72,-202000000,1.13,1.54,2.12%,73,0.23,0.32%,4/5/2024,72.77,2.07,2.93%,100% Buy,74.63%,30.46%,4510070,30.52,73.13,131.34,40.75%,21.26%,40.67%,111.48%,Technology Services,US81762P1021,1.286?M
NSC,Norfolk Southern Corp,61561136000,21.15,11.75,1827000000,1.3,5.4,2.16%,250.03,0,0.00%,4/5/2024,250.03,1.52,0.61%,56% Buy,48.40%,19.54%,1050365,183.09,263.66,22.73,5.77%,-2.84%,9.17%,23.14%,Utilities,US6293775085,3.257?M
NTAP,Netapp Inc,21679902000,21.52,4.87,1274000000,1.28,2,1.90%,105.05,0,0.00%,4/5/2024,105.05,0.25,0.24%,100% Buy,64.69%,12.60%,1817915,60.92,112.48,62.05,19.16%,2.31%,23.49%,67.25%,Transportation,US6558441084,668.885?K
NTRS,Northern Trust Corp,17704768000,13.85,6.25,1107300000,1.13,3,3.46%,86.78,0,0.00%,4/5/2024,86.78,0.21,0.24%,100% Buy,58.26%,19.22%,1742560,62.44,90.59,7.39,2.84%,1.90%,3.97%,-0.87%,Electronic Technology,US64110D1046,1.017?M
NUE,Nucor Corp,48228780000,11.07,17.99,4524800000,1.61,2.1,1.04%,200.97,0,0.00%,4/5/2024,200.97,1.87,0.94%,100% Buy,64.52%,18.65%,1217910,129.79,202.89,42.61,15.47%,8.75%,17.82%,40.08%,Finance,US6658591044,1.258?M
NVDA,Nvidia Corp,2.20E+12,71.23,12.06,29760000000,1.73,0.16,0.02%,880.49,0.41,0.05%,4/5/2024,880.08,21.03,2.45%,80% Buy,57.49%,42.28%,57166984,262.2,974,225.78,77.71%,2.38%,79.25%,227.40%,Non-Energy Minerals,US6703461052,563.712?K
NVR,NVR Inc,25290224000,16.82,463.25,1591610000,1.13,N/A,0.00%,7907.8901,0,0.00%,4/5/2024,7907.8901,117.8901,1.51%,100% Buy,56.98%,20.63%,18905,5210.49,8211.4,44.3,12.96%,4.12%,13.98%,42.67%,Electronic Technology,US67066G1040,39.967?M
NWS,News Corp Cl B,15111809000,40.58,0.65,149000000,1.35,0.2,0.76%,26.46,0,0.00%,4/5/2024,26.46,0.08,0.30%,56% Buy,47.47%,15.09%,745515,16.49,28.92,48.15,2.88%,-1.71%,3.44%,51.63%,Consumer Durables,US62944T1051,12.593?K
NWSA,News Corp Cl A,14654914000,39.31,0.65,149000000,1.33,0.2,0.78%,25.66,0,0.00%,4/5/2024,25.66,0.11,0.43%,56% Buy,49.23%,14.96%,2714430,16.35,28,45.94,4.52%,-0.81%,5.03%,48.15%,Consumer Services,US65249B2088,584.753?K
NXPI,Nxp Semiconductors,61809184000,19.09,12.53,2797000000,1.59,4.056,1.68%,242,0.99,0.41%,4/5/2024,241.01,1.84,0.77%,80% Buy,50.74%,27.60%,2243085,155.31,264.26,39.39,4.93%,-3.00%,17.15%,39.30%,Consumer Services,US65249B1098,2.049?M
O,Realty Income Corp,45648184000,13.12,1.26,872310000,0.92,3.071,5.79%,52.95,-0.06,-0.11%,4/5/2024,53.01,0.39,0.74%,56% Sell,49.97%,14.14%,6056870,45.03,64.18,-11.91,-7.68%,1.45%,-8.48%,-15.47%,Electronic Technology,NL0009538784,1.618?M
ODFL,Old Dominion Freight Line Inc,48883048000,38.73,5.64,1239500000,1.02,0.86,0.38%,224.57,0,0.00%,4/5/2024,224.57,6.51,2.99%,100% Buy,57.82%,27.34%,1111380,147.9,226.17,33.85,10.81%,4.43%,17.03%,38.21%,Finance,US7561091049,4.719?M
OKE,Oneok Inc,46486928000,14.27,5.55,2659000000,1.65,3.855,4.84%,79.65,0,0.00%,4/5/2024,79.65,0.43,0.54%,100% Buy,65.24%,10.14%,2803545,55.91,80.81,26.14,13.43%,2.75%,11.26%,20.70%,Transportation,US6795801009,740.733?K
OMC,Omnicom Group Inc,18264664000,12.54,7.43,1391400000,0.97,2.8,3.02%,93.1386,0.5186,0.56%,4/5/2024,92.62,-0.52,-0.56%,88% Buy,51.92%,22.08%,1828700,72.2,99.23,3.87,7.06%,4.00%,7.85%,-1.10%,Industrial Services,US6826801036,1.978?M
ON,On Semiconductor,29855984000,13.39,5.16,2183700000,1.8,N/A,0.00%,69.5,0.18,0.26%,4/5/2024,69.32,0.22,0.32%,88% Sell,39.84%,37.49%,6257560,61.47,111.35,-18.41,-17.01%,-9.96%,-8.43%,-9.43%,Commercial Services,US6819191064,963.228?K
ORCL,Oracle Corp,3.43E+11,27.78,4.47,8503000000,1.01,1.6,1.28%,124.89,-0.01,-0.01%,4/5/2024,124.9,0.71,0.57%,88% Buy,58.10%,42.29%,11771125,93.2,132.77,29.68,18.47%,12.58%,21.58%,31.63%,Electronic Technology,US6821891057,7.565?M
ORLY,O'Reilly Automotive,65966220000,28.58,38.48,2346580000,0.86,N/A,0.00%,1117.5601,0.0001,0.00%,4/5/2024,1117.56,17.93,1.63%,80% Buy,55.59%,19.39%,320805,855.88,1169.11,28.27,17.63%,3.51%,20.77%,30.20%,Technology Services,US68389X1054,4.899?M
OTIS,Otis Worldwide Corp,39641332000,27.45,3.54,1406000000,1.01,1.36,1.39%,97.77,0,0.00%,4/5/2024,97.77,0.59,0.61%,88% Buy,56.53%,12.48%,1885815,73.32,100.35,23.09,9.28%,3.42%,11.72%,23.15%,Retail Trade,US67103H1077,280.131?K
OXY,Occidental Petroleum Corp,61387704000,18.33,3.69,4696000000,1.64,0.76,1.10%,69.23,-0.02,-0.03%,4/5/2024,69.25,1.62,2.40%,56% Buy,76.38%,15.73%,7476050,55.12,69.58,14.7,15.98%,14.31%,17.49%,7.25%,Producer Manufacturing,US68902V1070,1.596?M
PANW,Palo Alto Networks Inc,86917136000,101.61,2.61,439700000,1.19,N/A,0.00%,268.7,-0.31,-0.12%,4/5/2024,269.01,3.81,1.44%,24% Sell,38.58%,21.87%,4185670,176.3,380.84,30.05,-8.77%,-7.60%,-4.92%,38.54%,Energy Minerals,US6745991058,12.365?M
PARA,Paramount Global Cl B,7810246000,23.34,0.53,-608000000,1.77,0.2,1.67%,12.03,0.06,0.50%,4/5/2024,11.97,-0.4,-3.23%,72% Sell,49.80%,81.32%,22281910,10.16,24,-40.01,-19.07%,17.24%,-18.29%,-43.00%,Technology Services,US6974351057,3.682?M
PAYC,Paycom Software Inc,11411786000,33.98,5.82,340790000,1.17,1.5,0.76%,198,-0.29,-0.15%,4/5/2024,198.29,0.54,0.27%,8% Sell,57.91%,16.02%,790770,146.15,374.04,-17.64,-4.08%,14.03%,0.58%,-30.57%,Consumer Services,US92556H2067,51.437?M
PAYX,Paychex Inc,44052276000,26.26,4.48,1557300000,0.93,3.56,2.91%,122.38,0,0.00%,4/5/2024,122.38,2.39,1.99%,56% Buy,52.28%,16.26%,2096160,104.09,129.7,11.85,2.75%,1.79%,3.73%,12.45%,Technology Services,US70432V1026,622.269?K
PCAR,Paccar Inc,64039380000,12.53,9.62,4600800000,0.92,4.26,3.49%,122.21,0,0.00%,4/5/2024,122.21,1.68,1.39%,100% Buy,66.61%,17.00%,2365130,68,125.5,75.03,25.15%,7.13%,30.58%,78.46%,Technology Services,US7043261079,2.056?M
PCG,Pacific Gas & Electric Company,43897076000,13.47,1.23,2256000000,1.32,0.02,0.12%,16.86,0.05,0.30%,4/5/2024,16.81,0.24,1.45%,40% Sell,53.80%,16.50%,14508660,14.71,18.32,-0.99,-6.77%,2.31%,-6.04%,1.88%,Producer Manufacturing,US6937181088,1.392?M
